Project_ID,Project_Name,Project_Type,Region,State,Client_Type,Contract_Type,Delivery_Method,Complexity_Level,Digital_Coordination_Level,Owner_Decision_Profile,Start_Date,Snapshot_Date,Snapshot_Year,Original_Budget,Planned_Duration_Days,Planned_Percent_Complete,Actual_Percent_Complete,CPI_Snapshot,SPI_Snapshot,Cost_Variance_Pct_Snapshot,Schedule_Variance_Days_Snapshot,Labor_Productivity_Index,Procurement_Delay_Days_to_Date,Weather_Impact_Days_to_Date,Safety_Incident_Rate_to_Date,Snapshot_Data_Completeness_Pct
PRJ3-01160,Copper Medical Center 1160,Institutional,Mountain,MT,Public,Lump Sum,Design-Build,High,Moderate,Fast,2018-06-19,2019-06-22,2019,163766900,956,0.385,0.3611,1.0588,0.9623,-0.031,23,0.9797,24,10,0.596,0.9767
PRJ3-01161,Northstar Public Works Program 1161,Infrastructure,Northeast,PA,Private,Guaranteed Maximum Price,Design-Bid-Build,Moderate,High,Fast,2023-05-24,2025-02-04,2025,287758200,1043,0.597,0.6434,1.0296,1.0882,-0.0082,-48,1.0083,23,9,0.489,0.9836
PRJ3-01162,Canyon Public Works Program 1162,Infrastructure,Southeast,TN,Private,Unit Price,CMAR,Moderate,Moderate,Fast,2020-12-03,2022-04-03,2022,270314400,822,0.592,0.6329,0.9486,1.0231,0.0076,-34,1.0555,14,20,0.384,0.988
PRJ3-01163,Aspen Office Campus 1163,Commercial,Mountain,ID,Private,Lump Sum,Design-Bid-Build,Moderate,Moderate,Standard,2019-06-17,2020-05-28,2020,42800000,715,0.485,0.4591,0.8858,0.9493,0.0653,19,1.0322,15,7,0.656,0.9781
PRJ3-01164,Summit Highway Improvements 1164,Heavy Civil,Mountain,UT,Public,Lump Sum,Design-Build,Moderate,Moderate,Standard,2019-02-07,2020-01-14,2020,146150400,856,0.399,0.3661,1.0293,0.96,0.0065,28,0.9605,39,13,0.554,0.9769
PRJ3-01165,Liberty Civic Complex 1165,Institutional,Southeast,NC,Private,Unit Price,IPD,Low,High,Slow,2023-04-04,2024-06-28,2024,76042000,900,0.502,0.5267,0.8939,0.9775,0.0643,-22,1.067,11,22,0.806,0.9751
PRJ3-01166,Canyon Highway Improvements 1166,Heavy Civil,West,CA,Public-Private Partnership,Guaranteed Maximum Price,Design-Build,High,Moderate,Slow,2021-08-13,2023-08-20,2023,176091900,1328,0.555,0.5011,0.8813,0.891,0.0464,72,0.8889,1,5,0.659,0.956
PRJ3-01167,Granite Logistics Center 1167,Industrial,Mountain,MT,Private,Guaranteed Maximum Price,Design-Build,Moderate,Moderate,Fast,2020-07-09,2022-02-16,2022,244521300,1242,0.473,0.4666,1.0853,0.972,-0.0301,8,1.0914,17,15,0.737,0.9587
PRJ3-01168,Aspen Education Center 1168,Institutional,Mountain,WY,Private,Lump Sum,Design-Bid-Build,Very High,High,Standard,2020-09-01,2021-11-25,2021,103575600,935,0.482,0.4727,0.9308,0.9349,0.0194,9,1.0079,3,12,1.126,0.9702
PRJ3-01169,Lakeview Utility Corridor 1169,Infrastructure,Southwest,TX,Private,Lump Sum,Design-Bid-Build,Moderate,High,Standard,2018-07-01,2019-11-23,2019,196186400,1118,0.457,0.4052,1.0042,0.9202,-0.0149,58,1.0483,10,0,0.725,0.9671
PRJ3-01170,Summit Process Plant 1170,Industrial,Southeast,VA,Public,Lump Sum,Design-Bid-Build,Moderate,High,Fast,2020-09-22,2021-07-11,2021,189301200,834,0.351,0.3597,0.8744,0.9731,0.0286,-7,0.9976,3,19,0.61,0.9747
PRJ3-01171,Riverside Research Facility 1171,Institutional,West,NV,Public,Cost Plus,Design-Build,Very High,Low,Standard,2023-01-25,2023-11-22,2023,73144500,730,0.413,0.3858,0.8821,0.9285,0.0375,20,0.797,18,0,0.727,0.9645
PRJ3-01172,Riverside Research Facility 1172,Institutional,Mountain,ID,Private,Lump Sum,Design-Bid-Build,High,High,Standard,2023-05-09,2023-11-27,2023,128658500,562,0.361,0.3075,0.8948,0.8601,0.0675,30,1.0507,27,16,0.926,0.9526
PRJ3-01173,Crescent Logistics Center 1173,Industrial,Mountain,MT,Private,Lump Sum,CMAR,High,Low,Slow,2022-10-08,2023-10-03,2023,116545400,939,0.384,0.3303,0.8436,0.8613,0.0318,50,0.9324,37,2,0.601,0.9518
PRJ3-01174,Granite Research Facility 1174,Institutional,West,OR,Private,Guaranteed Maximum Price,Design-Build,High,Moderate,Standard,2019-09-20,2020-12-08,2020,192288300,782,0.57,0.533,0.8846,0.9442,0.059,29,0.9558,13,5,0.734,0.9768
PRJ3-01175,Copper Apartments 1175,Residential,West,WA,Private,Guaranteed Maximum Price,Design-Bid-Build,Moderate,Moderate,Standard,2019-05-14,2020-02-28,2020,54452100,632,0.459,0.4429,1.0338,0.9197,0.0127,10,1.0068,15,2,0.521,0.957
PRJ3-01176,Harbor Town Center 1176,Mixed-Use,Southwest,NM,Private,Cost Plus,IPD,Moderate,High,Fast,2019-02-13,2020-08-08,2020,448709800,916,0.592,0.6168,1.0232,1.0366,-0.0169,-23,1.16,0,12,0.294,0.9789
PRJ3-01177,Horizon Medical Center 1177,Institutional,West,WA,Public-Private Partnership,Guaranteed Maximum Price,Design-Bid-Build,High,Moderate,Standard,2018-10-19,2019-12-28,2019,96852500,955,0.456,0.4383,0.8704,1.0329,0.0665,17,0.9781,23,0,0.916,0.9731
PRJ3-01178,Gateway Highway Improvements 1178,Heavy Civil,West,NV,Public-Private Partnership,Cost Plus,Design-Bid-Build,Moderate,Moderate,Standard,2024-02-20,2025-11-19,2025,128476000,1305,0.489,0.49,0.8481,0.9915,0.0802,-1,0.9954,20,0,0.511,0.9666
PRJ3-01179,Harbor District 1179,Mixed-Use,West,CA,Public,Cost Plus,IPD,Moderate,High,Standard,2018-11-23,2020-05-07,2020,493625400,903,0.589,0.5913,0.8665,1.0405,0.0794,-2,0.998,13,2,0.838,0.9792
PRJ3-01181,Granite Transit-Oriented Development 1181,Mixed-Use,Southwest,AZ,Public,Guaranteed Maximum Price,Design-Build,Moderate,Moderate,Standard,2025-02-20,2025-12-22,2025,440752300,830,0.368,0.3182,0.9302,0.9144,0.0237,41,1.0089,29,13,0.37,0.9577
PRJ3-01182,Evergreen Process Plant 1182,Industrial,Mountain,WY,Private,Unit Price,IPD,High,Low,Fast,2023-01-05,2024-01-11,2024,268036300,956,0.389,0.3335,0.8941,0.8848,0.0168,53,0.8902,26,8,0.904,0.9654
PRJ3-01183,Summit Medical Center 1183,Institutional,Southwest,TX,Private,Guaranteed Maximum Price,Design-Build,Moderate,High,Standard,2021-12-09,2022-11-20,2022,72434100,842,0.411,0.4084,1.15,1.0447,-0.0527,2,1.1058,0,0,0.282,0.984
PRJ3-01184,Gateway Corporate Center 1184,Commercial,Southeast,FL,Private,Lump Sum,Design-Build,Very High,Moderate,Standard,2020-11-09,2021-10-07,2021,109688900,652,0.51,0.4999,0.9995,0.9788,-0.0014,7,0.9242,30,17,0.524,0.958
PRJ3-01185,Aspen Office Campus 1185,Commercial,West,CA,Private,Unit Price,CMAR,Very High,High,Slow,2018-07-10,2019-08-19,2019,71833800,695,0.584,0.5171,0.8699,0.8702,0.0797,47,0.9428,25,0,0.743,0.9456
PRJ3-01186,Harbor Apartments 1186,Residential,Southeast,GA,Public,Cost Plus,Design-Bid-Build,Low,Moderate,Standard,2021-02-01,2021-12-19,2021,33654400,680,0.473,0.5255,1.0106,1.0919,-0.0035,-36,0.9933,8,24,0.834,0.974
PRJ3-01187,Redwood Retail Center 1187,Commercial,Mountain,CO,Public,Lump Sum,Design-Build,Moderate,Low,Fast,2024-12-05,2025-09-16,2025,98996900,520,0.549,0.5608,1.0479,1.0556,-0.037,-6,0.9533,7,17,0.621,0.9652
PRJ3-01188,Lakeview Urban Village 1188,Mixed-Use,Northeast,MA,Public,Unit Price,Design-Build,High,Moderate,Fast,2021-04-07,2022-07-13,2022,61811300,969,0.477,0.436,0.9912,0.9654,0.0196,40,1.0603,23,16,0.861,0.9566
PRJ3-01189,Northstar Water Program 1189,Heavy Civil,West,CA,Private,Guaranteed Maximum Price,Design-Bid-Build,High,High,Fast,2021-06-01,2023-01-21,2023,148681300,1306,0.459,0.4054,0.97,0.9272,0.0121,70,0.9219,22,15,0.702,0.9635
PRJ3-01190,Pioneer Town Center 1190,Mixed-Use,Mountain,UT,Public-Private Partnership,Lump Sum,Design-Bid-Build,High,Moderate,Fast,2021-06-16,2022-11-24,2022,90867500,1078,0.488,0.4761,1.0345,0.9343,-0.0362,13,0.9721,7,7,1.123,0.959
PRJ3-01191,Copper Medical Center 1191,Institutional,Southwest,AZ,Public,Guaranteed Maximum Price,Design-Build,Moderate,Moderate,Standard,2021-07-17,2022-09-27,2022,78769900,745,0.587,0.5768,0.9577,1.0083,0.0192,8,1.0252,26,9,0.449,0.9669
PRJ3-01193,Liberty Distribution Hub 1193,Industrial,Midwest,MN,Public,Unit Price,Design-Bid-Build,Moderate,Moderate,Fast,2023-12-15,2024-12-28,2024,158558700,916,0.414,0.4211,0.9926,1.0038,-0.0291,-7,0.8862,0,10,0.501,0.9609
PRJ3-01194,Redwood Water Program 1194,Heavy Civil,Midwest,MN,Private,Guaranteed Maximum Price,Design-Bid-Build,Moderate,Moderate,Fast,2024-05-23,2025-04-18,2025,115092900,848,0.39,0.3578,1.0096,0.9455,-0.0255,27,0.9679,30,7,0.395,0.974
PRJ3-01195,Redwood Marketplace 1195,Commercial,Mountain,ID,Private,Lump Sum,CMAR,High,Moderate,Fast,2021-07-23,2023-01-03,2023,37944100,909,0.582,0.623,1.011,1.0415,-0.0101,-37,1.0186,10,15,0.48,0.9946
PRJ3-01196,Liberty Distribution Hub 1196,Industrial,West,WA,Public,Lump Sum,IPD,Low,High,Standard,2023-07-07,2024-07-11,2024,181953800,770,0.481,0.5376,1.0459,1.118,-0.0065,-44,1.0681,0,5,0.781,0.9698
PRJ3-01197,Redwood Apartments 1197,Residential,West,OR,Public,Cost Plus,Design-Bid-Build,Low,Low,Fast,2023-03-20,2023-12-13,2023,22504000,533,0.503,0.4298,1.0269,0.8747,-0.0208,39,0.9701,24,3,0.63,0.9707
PRJ3-01198,Gateway Manufacturing Facility 1198,Industrial,Mountain,MT,Private,Guaranteed Maximum Price,Design-Build,Very High,Moderate,Slow,2023-11-02,2024-12-17,2024,185822100,1009,0.408,0.3485,0.9785,0.8828,0.0152,60,0.9011,17,19,0.808,0.9589
PRJ3-01199,Redwood Retail Center 1199,Commercial,Northeast,NJ,Public,Unit Price,Design-Build,Moderate,Low,Standard,2024-02-14,2025-02-04,2025,48863100,617,0.577,0.5196,0.8902,0.9644,0.0637,35,0.8957,24,22,1.119,0.9686
PRJ3-01200,Horizon Process Plant 1200,Industrial,West,OR,Private,Guaranteed Maximum Price,IPD,Low,Moderate,Slow,2024-03-16,2025-06-03,2025,127269400,849,0.524,0.5381,0.9088,0.9749,0.0561,-12,1.0001,14,0,0.439,0.9733
PRJ3-01201,Lakeview Town Center 1201,Mixed-Use,Northeast,MA,Public,Guaranteed Maximum Price,CMAR,Moderate,Moderate,Standard,2022-05-05,2023-07-10,2023,247973200,931,0.464,0.4851,0.9512,1.0214,-0.0006,-20,1.0278,15,15,0.771,0.9401
PRJ3-01202,Riverside Highway Improvements 1202,Heavy Civil,Mountain,WY,Public-Private Partnership,Unit Price,Design-Bid-Build,High,Low,Fast,2021-10-01,2023-05-15,2023,166507300,1213,0.488,0.49,0.9414,0.995,0.0331,-2,0.9287,12,9,1.326,0.9795
PRJ3-01203,Copper Bridge Program 1203,Heavy Civil,Mountain,WY,Private,Cost Plus,Design-Build,Very High,Low,Standard,2020-09-03,2022-01-15,2022,129843100,1145,0.436,0.3601,0.8065,0.8622,0.0662,87,0.9111,13,13,0.467,0.9575
PRJ3-01204,Canyon Medical Center 1204,Institutional,Midwest,MN,Public,Unit Price,Design-Build,Moderate,Moderate,Standard,2024-05-23,2025-07-07,2025,186671500,692,0.593,0.5684,0.9826,0.9766,0.0345,17,1.0997,21,12,0.61,0.9635
PRJ3-01205,Evergreen Logistics Center 1205,Industrial,Northeast,CT,Public,Guaranteed Maximum Price,Design-Build,Moderate,Moderate,Fast,2019-10-06,2020-08-08,2020,427799500,722,0.426,0.3997,1.1335,0.9747,-0.0368,19,1.0654,17,22,0.551,0.9974
PRJ3-01206,Granite Public Works Program 1206,Infrastructure,West,CA,Public,Guaranteed Maximum Price,Design-Build,High,Moderate,Standard,2024-01-14,2025-04-28,2025,610005200,1179,0.399,0.4018,1.0561,0.9912,-0.0508,-3,0.9083,23,12,0.836,0.9609
PRJ3-01207,Lakeview Civic Complex 1207,Institutional,Southwest,NM,Public,Guaranteed Maximum Price,CMAR,Moderate,High,Standard,2019-09-25,2020-10-07,2020,53291300,770,0.492,0.4945,1.079,1.0097,-0.0461,-2,1.0277,26,14,0.083,0.9806
PRJ3-01208,Pioneer Research Facility 1208,Institutional,Mountain,MT,Private,Lump Sum,Design-Bid-Build,Moderate,Moderate,Standard,2020-07-17,2021-09-12,2021,143718800,956,0.442,0.4688,0.9814,0.9591,0.0225,-26,1.0337,6,28,0.489,0.9674
PRJ3-01209,Redwood Process Plant 1209,Industrial,Southeast,GA,Public,Lump Sum,Design-Bid-Build,High,High,Fast,2018-06-30,2019-05-24,2019,497109900,901,0.365,0.3388,0.9772,0.9533,0.0029,24,1.0231,17,10,0.815,0.9691
PRJ3-01210,Harbor Airport Improvements 1210,Infrastructure,Mountain,ID,Public,Lump Sum,CMAR,Very High,High,Fast,2022-09-17,2023-12-18,2023,230734800,1219,0.375,0.3881,0.8973,0.9869,0.0123,-16,0.8662,12,20,1.073,0.9641
PRJ3-01211,Redwood Housing 1211,Residential,Midwest,MI,Private,Unit Price,IPD,Very High,High,Standard,2024-11-13,2025-11-06,2025,30065400,623,0.576,0.6495,1.0613,1.0829,-0.0167,-46,0.9107,25,31,0.75,0.9703
PRJ3-01212,Mesa Public Works Program 1212,Infrastructure,Southeast,TN,Public,Cost Plus,Design-Build,Very High,High,Fast,2023-05-22,2024-09-09,2024,127781500,1244,0.383,0.381,0.9112,0.9658,0.0405,2,0.9957,2,20,0.845,0.9767
PRJ3-01213,Pioneer Utility Corridor 1213,Infrastructure,Northeast,NJ,Private,Lump Sum,Design-Build,Low,High,Standard,2019-07-20,2020-11-10,2020,124220200,1049,0.457,0.5185,1.0419,1.0909,-0.0132,-64,1.0279,19,5,0.601,0.9815
PRJ3-01214,Redwood Residences 1214,Residential,Northeast,CT,Private,Cost Plus,Design-Bid-Build,High,Moderate,Fast,2021-07-10,2022-07-15,2022,32585300,711,0.521,0.4902,0.8747,0.9619,0.0607,22,1.0329,16,23,0.346,0.9598
PRJ3-01215,Canyon Water Program 1215,Heavy Civil,Mountain,WY,Public,Unit Price,CMAR,High,Low,Slow,2024-02-20,2025-11-12,2025,238936800,1173,0.538,0.4853,0.89,0.962,0.0501,62,0.9068,24,11,0.202,0.9552
PRJ3-01216,Copper Apartments 1216,Residential,Southwest,AZ,Public,Unit Price,CMAR,Low,High,Standard,2019-04-03,2020-01-03,2020,44713900,764,0.36,0.3898,1.0418,1.1053,-0.0053,-23,1.0542,1,3,0.76,0.992
PRJ3-01217,Canyon Public Works Program 1217,Infrastructure,West,OR,Public,Lump Sum,Design-Bid-Build,Moderate,Low,Fast,2021-05-23,2022-08-28,2022,194359600,942,0.491,0.4958,0.9324,1.0402,0.0226,-5,0.9135,11,0,1.022,0.9478
PRJ3-01218,Canyon Bridge Program 1218,Heavy Civil,Southwest,NM,Private,Guaranteed Maximum Price,IPD,Moderate,Moderate,Standard,2017-09-14,2019-04-28,2019,315007400,1007,0.587,0.5461,0.9878,0.9305,-0.0035,41,0.9535,7,1,0.135,0.9955
PRJ3-01219,Aspen Manufacturing Facility 1219,Industrial,West,NV,Public,Unit Price,CMAR,High,High,Slow,2023-10-18,2024-09-20,2024,157961100,809,0.419,0.3876,0.9389,0.8751,0.0179,25,0.99,28,9,0.92,0.9671
PRJ3-01220,Crescent District 1220,Mixed-Use,Northeast,NJ,Public,Lump Sum,Design-Bid-Build,High,High,Slow,2022-07-08,2023-10-27,2023,74301300,1002,0.476,0.4434,1.0072,0.9437,-0.0158,33,0.9674,26,17,0.879,0.9537
PRJ3-01221,Canyon Urban Village 1221,Mixed-Use,Southwest,NM,Private,Guaranteed Maximum Price,Design-Bid-Build,Very High,Moderate,Standard,2022-12-11,2024-10-03,2024,75908900,1183,0.56,0.5065,0.8307,0.8864,0.1054,63,0.8613,25,11,1.254,0.9531
PRJ3-01222,Horizon Logistics Center 1222,Industrial,West,OR,Public,Cost Plus,Design-Bid-Build,Moderate,High,Fast,2019-01-10,2019-12-20,2019,174674700,926,0.372,0.3975,0.946,1.0742,0.0284,-24,1.024,0,11,0.634,0.9579
PRJ3-01223,Crescent Utility Corridor 1223,Infrastructure,Southwest,AZ,Private,Unit Price,Design-Build,Moderate,High,Fast,2018-06-14,2019-09-21,2019,150425000,912,0.509,0.5599,1.032,1.0961,-0.0033,-46,0.9843,0,14,0.635,0.983
PRJ3-01224,Crescent Retail Center 1224,Commercial,Southwest,AZ,Private,Guaranteed Maximum Price,Design-Build,High,Moderate,Fast,2024-05-01,2025-05-26,2025,46545100,693,0.563,0.5158,0.9153,0.9305,0.0389,33,1.1034,22,14,0.873,0.9779
PRJ3-01225,Crescent Earthworks Package 1225,Heavy Civil,West,OR,Private,Guaranteed Maximum Price,Design-Build,Very High,High,Fast,2024-05-14,2025-11-27,2025,84442200,1361,0.413,0.4267,0.9638,0.9853,-0.0047,-19,1.0471,21,9,0.272,0.9748
PRJ3-01226,Liberty Transit-Oriented Development 1226,Mixed-Use,Southwest,NM,Private,Unit Price,Design-Bid-Build,High,Low,Standard,2020-06-13,2021-10-29,2021,90151500,1039,0.485,0.427,0.906,0.9052,0.0545,60,1.0022,27,8,0.709,0.9351
PRJ3-01227,Liberty Corporate Center 1227,Commercial,Midwest,MN,Public-Private Partnership,Guaranteed Maximum Price,Design-Build,Moderate,Moderate,Standard,2019-06-02,2020-05-28,2020,41197800,746,0.484,0.5013,1.0343,1.0034,-0.0012,-13,1.0072,8,9,0.506,0.9696
PRJ3-01228,Crescent Office Campus 1228,Commercial,West,NV,Private,Cost Plus,Design-Bid-Build,Moderate,High,Fast,2024-12-10,2025-09-20,2025,99035100,492,0.579,0.545,1.0351,0.9258,-0.0207,17,0.9849,8,5,0.463,0.9574
PRJ3-01229,Canyon Housing 1229,Residential,Northeast,CT,Private,Guaranteed Maximum Price,Design-Build,Very High,High,Standard,2022-02-10,2023-02-23,2023,119398000,651,0.582,0.6005,0.9554,0.9977,0.0195,-12,1.0389,0,22,0.896,0.974
PRJ3-01230,Summit Office Campus 1230,Commercial,Northeast,CT,Private,Guaranteed Maximum Price,Design-Build,High,High,Standard,2021-07-19,2022-06-07,2022,80134500,633,0.511,0.4597,0.955,0.9469,0.0045,32,1.0568,25,15,0.487,0.9848
PRJ3-01231,Gateway Marketplace 1231,Commercial,Midwest,IL,Private,Lump Sum,IPD,High,High,Fast,2023-11-19,2024-11-15,2024,36500100,710,0.51,0.5001,1.0521,0.9709,-0.0411,7,1.0104,12,16,0.502,0.9768
PRJ3-01232,Redwood Town Center 1232,Mixed-Use,Southeast,TN,Private,Cost Plus,IPD,Very High,Moderate,Fast,2024-04-17,2025-08-28,2025,92080600,1096,0.455,0.4035,0.9644,0.9439,0.0103,56,1.0965,0,23,0.514,0.9508
PRJ3-01233,Riverside Neighborhood 1233,Residential,Northeast,NJ,Public,Lump Sum,IPD,High,Moderate,Standard,2022-12-06,2024-02-08,2024,51029600,844,0.509,0.5076,0.9246,1.0023,0.0375,1,1.0265,15,19,0.505,0.9672
PRJ3-01234,Mesa Corporate Center 1234,Commercial,Midwest,OH,Private,Lump Sum,IPD,Moderate,Moderate,Standard,2018-12-12,2019-11-16,2019,61371100,656,0.518,0.4808,0.9183,0.9701,0.029,24,1.0091,0,19,0.927,0.9802
PRJ3-01235,Granite Research Facility 1235,Institutional,Midwest,OH,Private,Lump Sum,Design-Build,Very High,High,Fast,2023-03-01,2024-02-04,2024,49713600,961,0.354,0.3296,0.9943,1.0182,0.0136,23,1.0775,17,12,0.844,0.9718
PRJ3-01236,Granite Manufacturing Facility 1236,Industrial,Southeast,GA,Public,Cost Plus,Design-Bid-Build,Very High,Moderate,Slow,2019-03-25,2020-11-07,2020,179853000,1046,0.567,0.5289,0.7361,0.9567,0.1987,40,0.8802,12,18,0.675,0.9505
PRJ3-01237,Summit Town Center 1237,Mixed-Use,Southeast,NC,Private,Unit Price,Design-Bid-Build,High,Moderate,Standard,2018-09-25,2020-04-27,2020,93452800,1340,0.433,0.3751,0.9248,0.9067,0.0313,78,1.0023,9,18,0.738,0.969
PRJ3-01238,Horizon Apartments 1238,Residential,Mountain,WY,Public,Guaranteed Maximum Price,CMAR,Low,Moderate,Standard,2020-07-11,2021-08-10,2021,66496100,679,0.582,0.6074,1.108,1.0189,-0.0407,-17,1.0748,4,11,0.433,0.9878
PRJ3-01239,Summit Public Works Program 1239,Infrastructure,Mountain,ID,Private,Guaranteed Maximum Price,Design-Bid-Build,High,High,Slow,2023-01-09,2024-07-02,2024,195303900,1034,0.523,0.4862,0.9967,0.9563,-0.004,38,0.924,7,16,1.113,0.9488
PRJ3-01240,Pioneer Town Center 1240,Mixed-Use,Southeast,VA,Private,Lump Sum,IPD,Very High,Moderate,Standard,2024-01-21,2025-04-09,2025,157423000,1105,0.402,0.336,1.0029,0.9039,0.0128,73,0.895,26,26,0.633,0.9582
PRJ3-01241,Harbor Public Works Program 1241,Infrastructure,West,NV,Private,Lump Sum,Design-Build,High,Low,Standard,2022-05-09,2023-10-17,2023,208187000,1317,0.4,0.3797,1.0042,0.9093,-0.0136,27,0.9933,10,6,0.93,0.9598
PRJ3-01242,Harbor Highway Improvements 1242,Heavy Civil,Southwest,NM,Private,Cost Plus,IPD,Moderate,Moderate,Fast,2023-10-26,2024-12-18,2024,90055100,1108,0.379,0.4074,0.9222,0.9955,0.0404,-31,1.0246,7,8,0.339,0.9842
PRJ3-01243,Evergreen Corporate Center 1243,Commercial,Mountain,ID,Private,Lump Sum,CMAR,Low,Low,Standard,2021-04-13,2021-11-19,2021,47767400,554,0.398,0.4389,0.9604,1.0773,0.0291,-23,0.9977,16,5,0.316,0.9856
PRJ3-01244,Lakeview Neighborhood 1244,Residential,Southeast,TN,Private,Guaranteed Maximum Price,CMAR,Very High,Low,Standard,2018-12-25,2020-02-08,2020,50163200,777,0.528,0.4695,0.9271,0.9098,0.0361,45,0.8572,45,18,0.774,0.9483
PRJ3-01245,Gateway Distribution Hub 1245,Industrial,Mountain,ID,Public-Private Partnership,Unit Price,Design-Bid-Build,Very High,High,Standard,2020-05-23,2021-06-16,2021,161526000,910,0.428,0.3694,0.9748,0.8201,0.008,53,0.8974,10,5,0.536,0.9659
PRJ3-01246,Horizon Residences 1246,Residential,Southeast,NC,Private,Guaranteed Maximum Price,Design-Build,Moderate,Moderate,Standard,2021-06-16,2022-04-17,2022,142591100,815,0.375,0.3465,0.9535,0.9666,0.0133,23,1.0529,20,11,0.224,0.9777
PRJ3-01247,Copper Education Center 1247,Institutional,Mountain,ID,Public,Cost Plus,Design-Build,High,High,Slow,2023-11-03,2024-12-20,2024,169914400,924,0.448,0.4098,0.8411,0.9884,0.0776,35,0.9792,22,12,0.677,0.9547
PRJ3-01248,Evergreen Residences 1248,Residential,Mountain,UT,Private,Unit Price,Design-Bid-Build,High,Moderate,Slow,2025-01-24,2025-10-13,2025,29916700,554,0.473,0.3828,0.889,0.8132,0.0664,50,0.8949,0,15,0.726,0.9383
PRJ3-01249,Granite Office Campus 1249,Commercial,Mountain,WY,Public,Unit Price,Design-Bid-Build,Low,Moderate,Fast,2018-03-04,2019-06-11,2019,82684100,813,0.571,0.5471,1.0164,0.9672,-0.0025,19,1.0134,4,6,0.289,0.9582
PRJ3-01250,Granite Town Center 1250,Mixed-Use,Mountain,UT,Private,Lump Sum,Design-Bid-Build,Very High,Low,Fast,2022-10-05,2023-10-19,2023,66804200,1077,0.352,0.2408,0.8812,0.7565,0.0099,120,0.8936,26,9,0.87,0.962
PRJ3-01251,Gateway Airport Improvements 1251,Infrastructure,West,CA,Private,Guaranteed Maximum Price,Design-Bid-Build,Moderate,Moderate,Fast,2023-01-04,2024-10-28,2024,99942300,1209,0.549,0.5495,0.912,0.969,0.0519,-1,0.9476,22,0,0.09,0.9612
PRJ3-01252,Copper Neighborhood 1252,Residential,Northeast,NJ,Private,Lump Sum,Design-Bid-Build,High,Moderate,Slow,2021-04-22,2022-07-28,2022,143021400,857,0.54,0.5141,0.9335,0.9247,0.0466,22,0.9561,38,15,0.601,0.9418
PRJ3-01253,Canyon Office Campus 1253,Commercial,West,CA,Public-Private Partnership,Unit Price,Design-Build,High,High,Standard,2023-02-06,2023-10-30,2023,65780700,746,0.357,0.4012,0.9445,1.0559,0.0352,-33,1.0251,3,0,0.916,0.9522
PRJ3-01254,Cedar Manufacturing Facility 1254,Industrial,West,CA,Private,Guaranteed Maximum Price,Design-Build,Moderate,Moderate,Slow,2018-02-08,2019-01-12,2019,50232200,898,0.377,0.3429,0.9317,0.8815,0.0372,31,0.9728,17,4,0.61,0.9581
PRJ3-01255,Cedar Apartments 1255,Residential,West,OR,Public-Private Partnership,Unit Price,Design-Bid-Build,Very High,Moderate,Fast,2022-11-22,2023-10-05,2023,33148900,561,0.566,0.5241,0.9505,0.9668,0.0452,23,0.9395,18,12,0.624,0.9549
PRJ3-01256,Riverside Urban Village 1256,Mixed-Use,Northeast,CT,Private,Unit Price,Design-Bid-Build,Moderate,High,Fast,2021-05-15,2022-12-13,2022,110376000,985,0.586,0.6047,0.9425,1.0301,0.0391,-18,1.0341,21,19,0.603,0.9583
PRJ3-01257,Riverside Transit Program 1257,Infrastructure,Mountain,UT,Private,Guaranteed Maximum Price,Design-Bid-Build,Low,Moderate,Slow,2018-03-15,2019-04-23,2019,151898500,1152,0.351,0.3129,0.8597,0.9161,0.0328,44,0.9058,30,8,0.425,0.9462
PRJ3-01258,Granite Housing 1258,Residential,Northeast,NY,Public,Guaranteed Maximum Price,Design-Build,Moderate,High,Standard,2023-04-18,2023-11-23,2023,78600900,541,0.405,0.3802,1.0964,0.9807,-0.0187,13,1.0585,9,12,0.447,0.961
PRJ3-01259,Crescent Housing 1259,Residential,Mountain,WY,Public,Guaranteed Maximum Price,IPD,Moderate,Moderate,Standard,2023-05-16,2024-04-09,2024,17810700,575,0.573,0.5947,0.9981,1.0411,-0.0215,-12,1.0083,20,12,0.849,0.9874
PRJ3-01260,Granite Housing 1260,Residential,Mountain,ID,Private,Cost Plus,Design-Bid-Build,Low,Moderate,Fast,2018-12-06,2019-12-25,2019,37539000,993,0.387,0.4097,1.014,0.9885,-0.0194,-23,1.0646,15,10,0.817,0.9689
PRJ3-01261,Granite Civic Complex 1261,Institutional,Southeast,NC,Private,Unit Price,IPD,High,High,Standard,2022-06-21,2023-09-02,2023,123690800,794,0.552,0.6285,0.9315,1.12,0.0479,-61,1.0597,8,16,0.445,0.9802
